study,param_value,test_param,pic_id,pic_name,obs_plot_location,response_no,n
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,4,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,5,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,6,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,7,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,8,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,9,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,10,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,11,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,12,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,13,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,14,2
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,15,2
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,16,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,17,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,18,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,19,0
turk10,30-10,turk10-Rotated-Outer-Single-rep1,1714,filebab6521c1e17-single.svg,10,20,1
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,1,1
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,2,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,3,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,4,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,5,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,6,6
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,7,4
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,8,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,9,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,10,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,11,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,12,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,13,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,14,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,15,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,16,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,17,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,18,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,19,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1666,filebab67250dbb4-single.svg,11,20,2
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,1,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,2,4
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,3,2
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,4,1
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,5,2
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,6,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,7,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,8,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,9,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,10,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,11,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,12,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,13,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,14,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,15,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,16,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,17,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,18,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,19,0
turk10,30-10,turk10-Rotated-Outer-Single-rep2,1954,filebab62b715a0-single.svg,18,20,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,1,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,2,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,3,2
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,4,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,5,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,6,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,7,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,8,1
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,9,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,10,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,11,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,12,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,13,1
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,14,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,15,3
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,16,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,17,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,18,1
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,19,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1420,filebab61ebac1ee-multiple.svg,14,20,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,1,1
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,2,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,3,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,4,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,5,5
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,6,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,7,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,8,2
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,9,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,10,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,11,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,12,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,13,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,14,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,15,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,16,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,17,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,18,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,19,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep1,1708,filebab633fba21e-multiple.svg,12,20,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,1,1
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,2,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,3,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,4,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,5,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,6,3
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,7,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,8,5
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,9,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,10,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,11,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,12,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,13,1
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,14,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,15,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,16,2
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,17,8
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,18,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,19,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1660,filebab61a88410e-multiple.svg,14,20,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,1,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,2,2
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,3,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,4,4
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,5,2
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,6,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,7,2
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,8,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,9,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,10,2
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,11,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,12,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,13,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,14,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,15,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,16,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,17,2
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,18,2
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,19,0
turk10,30-10,turk10-Standard-Inner-Multiple-rep2,1948,filebab641ecbcc4-multiple.svg,14,20,3
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,1,1
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,2,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,3,3
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,4,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,5,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,6,1
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,7,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,8,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,9,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,10,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,11,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,12,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,13,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,14,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,15,1
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,16,1
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,17,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,18,2
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,19,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1421,filebab61ebac1ee-single.svg,14,20,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,1,3
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,2,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,3,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,4,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,5,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,6,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,7,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,8,2
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,9,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,10,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,11,1
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,12,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,13,1
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,14,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,15,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,16,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,17,1
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,18,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,19,0
turk10,30-10,turk10-Standard-Inner-Single-rep1,1709,filebab633fba21e-single.svg,12,20,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,1,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,2,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,3,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,4,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,5,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,6,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,7,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,8,2
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,9,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,10,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,11,1
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,12,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,13,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,14,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,15,1
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,16,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,17,3
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,18,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,19,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1661,filebab61a88410e-single.svg,14,20,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,1,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,2,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,3,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,4,1
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,5,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,6,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,7,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,8,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,9,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,10,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,11,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,12,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,13,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,14,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,15,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,16,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,17,1
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,18,1
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,19,0
turk10,30-10,turk10-Standard-Inner-Single-rep2,1949,filebab641ecbcc4-single.svg,14,20,1
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,1,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,2,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,3,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,4,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,5,1
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,6,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,7,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,8,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,9,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,10,2
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,11,2
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,12,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,13,1
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,14,2
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,15,4
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,16,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,17,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,18,1
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,19,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1422,filebab677120004-multiple.svg,16,20,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,1,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,2,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,3,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,4,3
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,5,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,6,3
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,7,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,8,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,9,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,10,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,11,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,12,1
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,13,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,14,1
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,15,1
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,16,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,17,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,18,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,19,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep1,1710,filebab64d507a3b-multiple.svg,10,20,3
turk10,30-10,turk10-Standard-Outer-Multiple-rep2,1662,filebab667670bbd-multiple.svg,11,1,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep2,1662,filebab667670bbd-multiple.svg,11,2,1
turk10,30-10,turk10-Standard-Outer-Multiple-rep2,1662,filebab667670bbd-multiple.svg,11,3,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep2,1662,filebab667670bbd-multiple.svg,11,4,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep2,1662,filebab667670bbd-multiple.svg,11,5,0
turk10,30-10,turk10-Standard-Outer-Multiple-rep2,1662,filebab667670bbd-multiple.svg,11,6,2
turk10,30-10,turk10-Standard-Outer-Multiple-rep2,1662,filebab667670bbd-multiple.svg,11,7,8
